part,job,operation,machine,event,time,queue_length,queue_ops,run_meta,delay
P1,J1,O011,M1,start,62.0,2.0,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P35,J35,O351,M7,queued,62.10000000000004,2.0,"O331,O351","{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P21,J21,O211,M1,queued,65.10000000000002,3.0,"O031,O151,O211","{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P20,J20,O201,M5,queued,65.10000000000002,3.0,"O051,O231,O201","{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P11,J11,O111,M6,queued,66.10000000000004,1.0,O111,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P39,J39,O391,GEN->M4,delivery,66.10000000000004,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",8.0
P19,J19,O191,GEN->M4,delivery,68.10000000000005,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",8.0
P2,J2,O021,GEN->M4,delivery,71.1999999999999,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",8.0
P24,J24,O241,M7,end,73.10000000000001,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P33,J33,O331,M7,start,73.10000000000001,1.0,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P38,J38,O381,GEN->M8,delivery,74.19999999999996,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",6.0
P34,J34,O341,GEN->M8,delivery,74.19999999999996,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",6.0
P39,J39,O391,M4,queued,75.10000000000004,1.0,O391,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P36,J36,O361,M5,end,76.10000000000001,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P5,J5,O051,M5,start,76.10000000000001,2.0,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P19,J19,O191,M4,queued,77.10000000000005,2.0,"O391,O191","{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P2,J2,O021,M4,queued,80.1999999999999,3.0,"O391,O191,O021","{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P34,J34,O341,M8,queued,81.19999999999996,1.0,O341,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P38,J38,O381,M8,queued,81.19999999999996,2.0,"O341,O381","{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P34,J34,O341,M8,start,81.19999999999996,1.0,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P16,J16,O161,M6,end,85.10000000000002,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P11,J11,O111,M6,start,85.10000000000002,0.0,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P24,J24,O242,M7,queued,85.19999999999997,2.0,"O351,O242","{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P14,J14,O141,GEN->M5,delivery,85.19999999999999,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",9.0
P25,J25,O251,GEN->M6,delivery,87.29999999999978,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",5.0
P37,J37,O371,GEN->M6,delivery,87.29999999999978,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",5.0
P1,J1,O011,M1,end,88.0,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P3,J3,O031,M1,start,88.0,2.0,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P32,J32,O321,M2,end,88.1,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P30,J30,O301,M2,start,88.1,1.0,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P17,J17,O171,GEN->M6,delivery,88.29999999999984,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",5.0
P13,J13,O131,M4,end,90.1,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P39,J39,O391,M4,start,90.1,2.0,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P16,J16,O162,M6,queued,92.20000000000002,1.0,O162,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P25,J25,O251,M6,queued,93.29999999999978,2.0,"O162,O251","{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P37,J37,O371,M6,queued,93.29999999999978,3.0,"O162,O251,O371","{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P17,J17,O171,M6,queued,94.29999999999984,4.0,"O162,O251,O371,O171","{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P14,J14,O141,M5,queued,95.19999999999999,3.0,"O231,O201,O141","{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P27,J27,O271,GEN->M2,delivery,97.29999999999995,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",8.0
P22,J22,O221,GEN->M1,delivery,98.2999999999999,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",9.0
P33,J33,O331,M7,end,99.10000000000001,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P35,J35,O351,M7,start,99.10000000000001,1.0,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P29,J29,O291,GEN->M7,delivery,99.29999999999984,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",6.0
P7,J7,O072,M1->M2,delivery,101.29999999999978,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",5.0
P13,J13,O132,M4->M7,delivery,101.2999999999999,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",9.0
P5,J5,O051,M5,end,106.10000000000001,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P23,J23,O231,M5,start,106.10000000000001,2.0,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P29,J29,O291,M7,queued,106.29999999999984,2.0,"O242,O291","{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P27,J27,O271,M2,queued,106.29999999999995,2.0,"O101,O271","{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P7,J7,O072,M2,queued,107.29999999999978,3.0,"O101,O271,O072","{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P22,J22,O221,M1,queued,108.2999999999999,3.0,"O151,O211,O221","{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P34,J34,O341,M8,end,111.19999999999996,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P38,J38,O381,M8,start,111.19999999999996,0.0,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P13,J13,O132,M7,queued,111.2999999999999,3.0,"O242,O291,O132","{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P5,J5,O052,M5->M8,delivery,111.3,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",7.0
P9,J9,O092,M4->M8,delivery,114.39999999999966,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",9.0
P28,J28,O281,GEN->M8,delivery,114.39999999999978,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",6.0
P11,J11,O111,M6,end,115.10000000000002,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P16,J16,O162,M6,start,115.10000000000002,3.0,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P8,J8,O081,GEN->M4,delivery,115.39999999999972,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",8.0
P39,J39,O391,M4,end,116.1,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P19,J19,O191,M4,start,116.1,1.0,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P30,J30,O301,M2,end,118.1,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P10,J10,O101,M2,start,118.1,2.0,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P3,J3,O031,M1,end,119.0,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P15,J15,O151,M1,start,119.0,2.0,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P5,J5,O052,M8,queued,119.3,1.0,O052,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P28,J28,O281,M8,queued,121.39999999999978,2.0,"O052,O281","{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P34,J34,O342,M8,queued,122.29999999999995,3.0,"O052,O281,O342","{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P9,J9,O092,M8,queued,124.39999999999966,4.0,"O052,O281,O342,O092","{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P8,J8,O081,M4,queued,124.39999999999972,2.0,"O021,O081","{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P35,J35,O351,M7,end,125.10000000000001,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P24,J24,O242,M7,start,125.10000000000001,2.0,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P12,J12,O121,GEN->M2,delivery,125.39999999999993,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",8.0
P11,J11,O112,M6->M5,delivery,127.49999999999972,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",6.0
P32,J32,O322,M2->M5,delivery,128.39999999999966,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",10.0
P6,J6,O061,GEN->M5,delivery,132.4999999999996,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",9.0
P39,J39,O392,M4->M2,delivery,133.4999999999996,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",6.0
P12,J12,O121,M2,queued,134.39999999999992,3.0,"O271,O072,O121","{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P11,J11,O112,M5,queued,134.49999999999972,3.0,"O201,O141,O112","{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P23,J23,O231,M5,end,136.10000000000002,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P20,J20,O201,M5,start,136.10000000000002,2.0,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P32,J32,O322,M5,queued,139.39999999999966,3.0,"O141,O112,O322","{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P39,J39,O392,M2,queued,140.4999999999996,4.0,"O271,O072,O121,O392","{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P38,J38,O381,M8,end,141.19999999999996,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P5,J5,O052,M8,start,141.19999999999996,3.0,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P19,J19,O191,M4,end,142.1,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P2,J2,O021,M4,start,142.1,1.0,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P6,J6,O061,M5,queued,142.4999999999996,4.0,"O141,O112,O322,O061","{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P10,J10,O101,M2,end,144.1,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P27,J27,O271,M2,start,144.1,3.0,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P36,J36,O362,M5->M1,delivery,144.49999999999986,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",6.0
P26,J26,O262,M2->M1,delivery,144.49999999999986,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",5.0
P15,J15,O151,M1,end,145.0,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P21,J21,O211,M1,start,145.0,1.0,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P16,J16,O162,M6,end,145.10000000000002,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P25,J25,O251,M6,start,145.10000000000002,2.0,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P31,J31,O312,M1,queued,146.4999999999996,2.0,"O221,O312","{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P3,J3,O032,M1,queued,146.59999999999954,3.0,"O221,O312,O032","{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P26,J26,O262,M1,queued,150.49999999999986,4.0,"O221,O312,O032,O262","{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P36,J36,O362,M1,queued,151.49999999999986,5.0,"O221,O312,O032,O262,O362","{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P19,J19,O192,M4,queued,151.49999999999997,2.0,"O081,O192","{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P35,J35,O352,M7->M6,delivery,153.59999999999954,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",6.0
P33,J33,O332,M7->M4,delivery,153.59999999999954,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",9.0
P24,J24,O242,M7,end,156.10000000000002,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P29,J29,O291,M7,start,156.10000000000002,1.0,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P10,J10,O102,M2->M7,delivery,156.59999999999974,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",8.0
P18,J18,O181,GEN->M7,delivery,159.59999999999974,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",6.0
P40,J40,O401,GEN->M7,delivery,159.5999999999998,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",6.0
P35,J35,O352,M6,queued,160.59999999999954,3.0,"O371,O171,O352","{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P20,J20,O201,M5,end,162.10000000000002,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P14,J14,O141,M5,start,162.10000000000002,3.0,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P33,J33,O332,M4,queued,163.59999999999954,3.0,"O081,O192,O332","{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P10,J10,O102,M7,queued,165.59999999999974,2.0,"O132,O102","{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P18,J18,O181,M7,queued,166.59999999999974,3.0,"O132,O102,O181","{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P40,J40,O401,M7,queued,166.5999999999998,4.0,"O132,O102,O181,O401","{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P30,J30,O302,M2,queued,169.69999999999948,4.0,"O072,O121,O392,O302","{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P15,J15,O152,M1->M8,delivery,169.69999999999948,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",7.0
P5,J5,O052,M8,end,171.19999999999996,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P28,J28,O281,M8,start,171.19999999999996,2.0,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P23,J23,O232,M5->M8,delivery,171.69999999999962,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",7.0
P4,J4,O041,GEN->M4,delivery,171.69999999999968,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",8.0
P2,J2,O021,M4,end,173.1,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P8,J8,O081,M4,start,173.1,2.0,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P27,J27,O271,M2,end,174.1,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P7,J7,O072,M2,start,174.1,3.0,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P25,J25,O251,M6,end,175.10000000000002,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P37,J37,O371,M6,start,175.10000000000002,2.0,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P21,J21,O211,M1,end,176.0,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P22,J22,O221,M1,start,176.0,4.0,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P38,J38,O382,M8->M6,delivery,176.69999999999962,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",6.0
P15,J15,O152,M8,queued,177.69999999999948,3.0,"O342,O092,O152","{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P24,J24,O243,M7->M4,delivery,177.79999999999941,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",9.0
P23,J23,O232,M8,queued,179.69999999999962,4.0,"O342,O092,O152,O232","{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P4,J4,O041,M4,queued,180.69999999999968,3.0,"O192,O332,O041","{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P2,J2,O022,M4,queued,181.7999999999995,4.0,"O192,O332,O041,O022","{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P38,J38,O382,M6,queued,183.69999999999962,3.0,"O171,O352,O382","{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P27,J27,O272,M2->M5,delivery,183.79999999999941,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",10.0
P1,J1,O012,M1->M5,delivery,186.79999999999956,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",6.0
P29,J29,O291,M7,end,187.10000000000002,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P13,J13,O132,M7,start,187.10000000000002,3.0,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P24,J24,O243,M4,queued,187.79999999999941,5.0,"O192,O332,O041,O022,O243","{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P5,J5,O053,M8->M7,delivery,189.79999999999956,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",10.0
P25,J25,O252,M6->M2,delivery,189.89999999999944,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",8.0
P14,J14,O141,M5,end,193.10000000000002,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P11,J11,O112,M5,start,193.10000000000002,2.0,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P1,J1,O012,M5,queued,193.79999999999956,3.0,"O322,O061,O012","{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P14,J14,O142,M5->M7,delivery,193.79999999999998,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",5.0
P27,J27,O272,M5,queued,194.79999999999941,4.0,"O322,O061,O012,O272","{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P20,J20,O202,M5->M2,delivery,194.79999999999944,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",10.0
P29,J29,O292,M7->M2,delivery,196.79999999999998,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",8.0
P28,J28,O281,M8,end,197.19999999999996,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P34,J34,O342,M8,start,197.19999999999996,3.0,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P25,J25,O252,M2,queued,198.89999999999944,4.0,"O121,O392,O302,O252","{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P14,J14,O142,M7,queued,199.79999999999998,4.0,"O102,O181,O401,O142","{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P7,J7,O072,M2,end,200.1,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P12,J12,O121,M2,start,200.1,3.0,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P5,J5,O053,M7,queued,200.79999999999956,5.0,"O102,O181,O401,O142,O053","{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P21,J21,O212,M1->M2,delivery,203.99999999999937,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",5.0
P8,J8,O081,M4,end,204.1,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P19,J19,O192,M4,start,204.1,4.0,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P37,J37,O371,M6,end,205.10000000000002,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P17,J17,O171,M6,start,205.10000000000002,2.0,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P20,J20,O202,M2,queued,205.79999999999944,4.0,"O392,O302,O252,O202","{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P29,J29,O292,M2,queued,205.79999999999998,5.0,"O392,O302,O252,O202,O292","{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P22,J22,O221,M1,end,207.0,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P31,J31,O312,M1,start,207.0,3.0,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P7,J7,O073,M2->M1,delivery,208.79999999999995,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",5.0
P28,J28,O282,M8->M6,delivery,209.89999999999932,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",6.0
P21,J21,O212,M2,queued,209.99999999999937,6.0,"O392,O302,O252,O202,O292,O212","{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",
P8,J8,O082,M4->M1,delivery,211.89999999999938,,,"{'release_time': 1e-06, 'n_max': 15, 'total_ops': 154}",6.0
